DATE,AWHMAN,3m growth rate,12m growth rate
1966-12-01,40.9,-2.8809628963222367,-0.9685230024213065
1967-01-01,41.1,-1.9230208232659307,-0.9638554216867434
1967-02-01,40.4,-7.543681510587241,-3.117505995203851
1967-03-01,40.5,-3.85496523006873,-2.644230769230771
1967-04-01,40.4,-6.6405739877034575,-3.349282296650713
1967-05-01,40.4,0.0,-2.6506024096385583
1967-06-01,40.4,-0.9840023596687232,-2.4154589371980673
1967-07-01,40.5,0.9937811900285308,-1.6990291262136026
1967-08-01,40.6,1.9949510501117595,-1.9323671497584516
1967-09-01,40.6,1.9949510501117595,-1.4563106796116498
1967-10-01,40.6,0.9913183250357172,-1.6949152542372725
1967-11-01,40.6,0.0,-1.4563106796116498
1967-12-01,40.7,0.9888676370959136,-0.4889975550122161
1968-01-01,40.4,-1.9559311804872024,-1.7031630170316392
1968-02-01,40.8,1.9850511507195636,0.990099009900991
1968-03-01,40.8,0.986429036122516,0.7407407407407307
1968-04-01,40.3,-0.9864289621503096,-0.24752475247524774
1968-05-01,40.9,0.9840024329157426,1.2376237623762387
1968-06-01,40.9,0.9840024329157426,1.2376237623762387
1968-07-01,40.8,5.055904871711525,0.7407407407407307
1968-08-01,40.7,-1.9416898177087027,0.24630541871921707
1968-09-01,40.9,0.0,0.738916256157629
1968-10-01,41.0,1.9752490193011285,0.9852216748768461
1968-11-01,40.9,1.9801379547527365,0.738916256157629
1968-12-01,40.7,-1.9416898177087027,0.0
1969-01-01,40.8,-1.936988669600903,0.990099009900991
1969-02-01,40.4,-4.801034640909174,-0.9803921568627416
1969-03-01,40.8,0.986429036122516,0.0
1969-04-01,41.0,1.9752490193011285,1.7369727047146455
1969-05-01,40.7,3.003546112518096,-0.4889975550122161
1969-06-01,40.7,-0.9767936598388705,-0.4889975550122161
1969-07-01,40.6,-3.845700694432408,-0.4901960784313597
1969-08-01,40.6,-0.9791847955454068,-0.24570024570025328
1969-09-01,40.6,-0.9791847955454068,-0.7334963325183352
1969-10-01,40.5,-0.9815876666202428,-1.2195121951219523
1969-11-01,40.5,-0.9815876666202428,-0.9779951100244433
1969-12-01,40.6,0.0,-0.24570024570025328
1970-01-01,40.4,-0.9840023596687232,-0.9803921568627416
1970-02-01,40.2,-2.930203428038069,-0.4950495049504844
1970-03-01,40.1,-4.83585365784548,-1.7156862745097978
1970-04-01,39.8,-5.809559524472718,-2.9268292682926855
1970-05-01,39.8,-3.921088111557447,-2.211302211302224
1970-06-01,39.8,-2.9591039999472213,-2.211302211302224
1970-07-01,40.0,2.0252522051322552,-1.4778325123152691
1970-08-01,39.8,0.0,-1.9704433497537033
1970-09-01,39.6,-1.9949498125062748,-2.463054187192115
1970-10-01,39.5,-4.907028808593728,-2.4691358024691357
1970-11-01,39.5,-2.981156312614064,-2.4691358024691357
1970-12-01,39.5,-1.00628130715823,-2.7093596059113323
1971-01-01,39.9,4.112577947142171,-1.2376237623762387
1971-02-01,39.7,2.040750594587992,-1.243781094527363
1971-03-01,39.8,3.072760094131688,-0.7481296758104827
1971-04-01,39.9,0.0,0.2512562814070307
1971-05-01,40.0,3.0571049586205934,0.5025125628140836
1971-06-01,39.9,1.0088192574456478,0.2512562814070307
1971-07-01,40.0,1.00628138726766,0.0
1971-08-01,39.8,-1.9850499375000497,0.0
1971-09-01,39.7,-1.98998756289176,0.2525252525252597
1971-10-01,39.9,-0.996256246093774,1.0126582278481067
1971-11-01,40.0,2.0252522051322552,1.2658227848101333
1971-12-01,40.2,5.133757216499935,1.7721518987341867
1972-01-01,40.2,3.04160852349078,0.7518796992481258
1972-02-01,40.4,4.060401000000002,1.76322418136019
1972-03-01,40.4,2.004950187493759,1.5075376884422065
1972-04-01,40.5,3.0186561953550406,1.5037593984962516
1972-05-01,40.5,0.9937811900285308,1.2499999999999956
1972-06-01,40.6,1.9949510501117595,1.7543859649122862
1972-07-01,40.5,0.0,1.2499999999999956
1972-08-01,40.6,0.9913183250357172,2.01005025125629
1972-09-01,40.6,0.0,2.267002518891692
1972-10-01,40.7,1.9899887882285583,2.0050125313283207
1972-11-01,40.7,0.9888676370959136,1.750000000000007
1972-12-01,40.6,0.0,0.995024875621886
1973-01-01,40.4,-2.9159637953019235,0.4975124378109319
1973-02-01,40.9,1.9801379547527365,1.2376237623762387
1973-03-01,40.9,2.988586535253024,1.2376237623762387
1973-04-01,40.8,4.019602999607885,0.7407407407407307
1973-05-01,40.7,-1.9416898177087027,0.4938271604938427
1973-06-01,40.7,-1.9416898177087027,0.24630541871921707
1973-07-01,40.7,-0.9767936598388705,0.4938271604938427
1973-08-01,40.6,-0.9791847955454068,0.0
1973-09-01,40.7,0.0,0.24630541871921707
1973-10-01,40.6,-0.9791847955454068,-0.24570024570025328
1973-11-01,40.6,0.0,-0.24570024570025328
1973-12-01,40.6,-0.9791847955454068,0.0
1974-01-01,40.5,-0.9815876666202428,0.24752475247524774
1974-02-01,40.4,-1.9559311804872024,-1.2224938875305624
1974-03-01,40.4,-1.9559311804872024,-1.2224938875305624
1974-04-01,39.5,-9.516729508851553,-3.1862745098039102
1974-05-01,40.3,-0.9864289621503096,-0.982800982801002
1974-06-01,40.2,-1.965542048506963,-1.2285012285012331
1974-07-01,40.1,6.215795960989179,-1.4742014742014753
1974-08-01,40.2,-0.9888675623893728,-0.9852216748768461
1974-09-01,40.0,-1.97524782986972,-1.7199017199017286
1974-10-01,40.0,-0.9937811138261088,-1.4778325123152691
1974-11-01,39.5,-6.785350658410638,-2.7093596059113323
1974-12-01,39.3,-6.818384371093778,-3.2019704433497664
1975-01-01,39.2,-7.763183999999967,-3.2098765432098664
1975-02-01,38.9,-5.93890660817884,-3.712871287128716
1975-03-01,38.8,-4.992760210806013,-3.960396039603964
1975-04-01,39.0,-2.025250890598851,-1.2658227848101222
1975-05-01,39.0,1.0322495155232314,-3.2258064516129004
1975-06-01,39.2,4.187919474913704,-2.487562189054726
1975-07-01,39.4,4.166113144878114,-1.7456359102244412
1975-08-01,39.7,7.375104361857576,-1.243781094527363
1975-09-01,39.8,6.264455250168166,-0.5000000000000115
1975-10-01,39.9,5.173589284483637,-0.2500000000000058
1975-11-01,39.9,2.0303921134269043,1.0126582278481067
1975-12-01,40.2,4.081112113457519,2.2900763358778775
1976-01-01,40.3,4.0707302165439385,2.8061224489795755
1976-02-01,40.4,5.107541446779096,3.8560411311054033
1976-03-01,40.2,0.0,3.6082474226804218
1976-04-01,39.6,-6.7689534957039,1.538461538461533
1976-05-01,40.3,-0.9864289621503096,3.3333333333333215
1976-06-01,40.2,0.0,2.5510204081632626
1976-07-01,40.3,7.260407074152009,2.284263959390853
1976-08-01,40.2,-0.9888675623893728,1.2594458438287104
1976-09-01,40.2,0.0,1.005025125628145
1976-10-01,40.0,-2.944582807192697,0.25062656641603454
1976-11-01,40.1,-0.9913182495859152,0.5012531328320913
1976-12-01,39.9,-2.951825546082576,-0.7462686567164312
1977-01-01,39.4,-5.866344937500001,-2.2332506203473934
1977-02-01,40.2,1.0012437617186398,-0.4950495049504844
1977-03-01,40.3,4.0707302165439385,0.24875621890545485
1977-04-01,40.4,10.545373948253811,2.020202020202011
1977-05-01,40.5,3.0186561953550406,0.496277915632759
1977-06-01,40.5,1.999938121029765,0.746268656716409
1977-07-01,40.4,0.0,0.24813895781639062
1977-08-01,40.4,-0.9840023596687232,0.4975124378109319
1977-09-01,40.4,-0.9840023596687232,0.4975124378109319
1977-10-01,40.6,1.9949510501117595,1.5000000000000124
1977-11-01,40.5,0.9937811900285308,0.9975062344139696
1977-12-01,40.4,0.0,1.2531328320801949
1978-01-01,39.5,-10.404902132347294,0.2538071065989911
1978-02-01,39.9,-5.795534480779629,-0.7462686567164312
1978-03-01,40.5,0.9937811900285308,0.496277915632759
1978-04-01,40.4,9.430171017102596,0.0
1978-05-01,40.4,5.107541446779096,-0.24691358024692134
1978-06-01,40.6,0.9913183250357172,0.24691358024691024
1978-07-01,40.6,1.9949510501117595,0.4950495049504955
1978-08-01,40.5,0.9937811900285308,0.24752475247524774
1978-09-01,40.5,-0.9815876666202428,0.24752475247524774
1978-10-01,40.5,-0.9815876666202428,-0.24630541871921707
1978-11-01,40.6,0.9913183250357172,0.24691358024691024
1978-12-01,40.5,0.0,0.24752475247524774
1979-01-01,40.4,-0.9840023596687232,2.278481012658218
1979-02-01,40.5,-0.9815876666202428,1.5037593984962516
1979-03-01,40.6,0.9913183250357172,0.24691358024691024
1979-04-01,39.3,-10.454298913468309,-2.722772277227725
1979-05-01,40.2,-2.930203428038069,-0.4950495049504844
1979-06-01,40.2,-3.8830285792018193,-0.9852216748768461
1979-07-01,40.2,9.47980390120382,-0.9852216748768461
1979-08-01,40.1,-0.9913182495859152,-0.987654320987652
1979-09-01,40.1,-0.9913182495859152,-0.987654320987652
1979-10-01,40.2,0.0,-0.7407407407407307
1979-11-01,40.1,0.0,-1.2315270935960632
1979-12-01,40.1,0.0,-0.987654320987652
1980-01-01,40.0,-1.97524782986972,-0.990099009900991
1980-02-01,40.1,0.0,-0.987654320987652
1980-03-01,39.9,-1.9801367535008496,-1.7241379310344862
1980-04-01,39.8,-1.9850499375000497,1.2722646310432628
1980-05-01,39.3,-7.74440566877187,-2.2388059701492713
1980-06-01,39.2,-6.835022088383635,-2.487562189054726
1980-07-01,39.1,-6.851741167353942,-2.736318407960203
1980-08-01,39.5,2.051215306366849,-1.4962593516209544
1980-09-01,39.6,4.144532699394099,-1.2468827930174564
1980-10-01,39.8,7.355737244282889,-0.9950248756219082
1980-11-01,39.9,4.112577947142171,-0.4987531172069848
1980-12-01,40.1,5.146966260984387,0.0
1981-01-01,40.1,3.0493370547048704,0.24999999999999467
1981-02-01,39.8,-0.9987437382813712,-0.7481296758104827
1981-03-01,40.0,-0.9937811138261088,0.25062656641603454
1981-04-01,40.1,0.0,0.7537688442211143
1981-05-01,40.2,4.081112113457519,2.2900763358778775
1981-06-01,40.0,0.0,2.0408163265306145
1981-07-01,39.9,-1.9801367535008496,2.0460358056265893
1981-08-01,40.0,-1.97524782986972,1.2658227848101333
1981-09-01,39.6,-3.9403990000000055,0.0
1981-10-01,39.6,-2.973769114453373,-0.5025125628140614
1981-11-01,39.4,-5.866344937500001,-1.253132832080206
1981-12-01,39.2,-3.979597000408097,-2.244389027431415
1982-01-01,37.3,-21.285528563244583,-6.982543640897765
1982-02-01,39.6,2.0459695697796043,-0.5025125628140614
1982-03-01,39.1,-1.0165101764720297,-2.2499999999999964
1982-04-01,39.1,20.745707995989918,-2.493765586034913
1982-05-01,39.1,-4.95565416838839,-2.736318407960203
1982-06-01,39.2,1.0269492197984231,-1.9999999999999907
1982-07-01,39.2,1.0269492197984231,-1.754385964912275
1982-08-01,39.0,-1.019099969020365,-2.500000000000002
1982-09-01,39.0,-2.025250890598851,-1.5151515151515138
1982-10-01,38.9,-3.0262618330123225,-1.7676767676767735
1982-11-01,39.0,0.0,-1.015228426395931
1982-12-01,39.0,0.0,-0.5102040816326592
1983-01-01,39.3,4.176987853274916,5.36193029490617
1983-02-01,39.3,3.1126084520850084,-0.757575757575768
1983-03-01,39.6,6.297320121844452,1.278772378516635
1983-04-01,39.7,4.13382608951578,1.534526854219953
1983-05-01,40.0,7.317306450499661,2.3017902813299296
1983-06-01,40.1,5.146966260984387,2.2959183673469274
1983-07-01,40.3,6.183774115246399,2.8061224489795755
1983-08-01,40.3,3.0339190664061766,3.3333333333333215
1983-09-01,40.6,5.081592010985481,4.10256410256411
1983-10-01,40.6,3.011082199148696,4.370179948586128
1983-11-01,40.6,3.011082199148696,4.10256410256411
1983-12-01,40.5,-0.9815876666202428,3.8461538461538547
1984-01-01,40.6,0.0,3.30788804071247
1984-02-01,41.1,5.017857336225751,4.580152671755733
1984-03-01,40.7,1.9899887882285583,2.77777777777779
1984-04-01,40.8,1.9850511507195636,2.7707808564231495
1984-05-01,40.7,-3.836480577041868,1.750000000000007
1984-06-01,40.6,-0.9791847955454068,1.2468827930174564
1984-07-01,40.6,-1.9464138403832545,0.7444168734491496
1984-08-01,40.5,-1.9511609049791208,0.496277915632759
1984-09-01,40.5,-0.9815876666202428,-0.24630541871921707
1984-10-01,40.5,-0.9815876666202428,-0.24630541871921707
1984-11-01,40.4,-0.9840023596687232,-0.49261083743843415
1984-12-01,40.5,0.0,0.0
1985-01-01,40.3,-1.9607248375550057,-0.7389162561576512
1985-02-01,40.1,-2.937375521062724,-2.4330900243308973
1985-03-01,40.4,-0.9840023596687232,-0.7371007371007487
1985-04-01,40.5,1.999938121029765,-0.7352941176470562
1985-05-01,40.4,3.026268387890263,-0.7371007371007487
1985-06-01,40.5,0.9937811900285308,-0.24630541871921707
1985-07-01,40.4,-0.9840023596687232,-0.49261083743843415
1985-08-01,40.6,1.9949510501117595,0.24691358024691024
1985-09-01,40.6,0.9913183250357172,0.24691358024691024
1985-10-01,40.7,3.003546112518096,0.4938271604938427
1985-11-01,40.7,0.9888676370959136,0.7425742574257432
1985-12-01,40.9,2.988586535253024,0.9876543209876409
1986-01-01,40.7,0.0,0.992555831265518
1986-02-01,40.7,0.0,1.4962593516209433
1986-03-01,40.7,-1.9416898177087027,0.7425742574257432
1986-04-01,40.5,-1.9511609049791208,0.0
1986-05-01,40.7,0.0,0.7425742574257432
1986-06-01,40.7,0.0,0.4938271604938427
1986-07-01,40.6,0.9913183250357172,0.4950495049504955
1986-08-01,40.7,0.0,0.24630541871921707
1986-09-01,40.7,0.0,0.24630541871921707
1986-10-01,40.6,0.0,-0.24570024570025328
1986-11-01,40.7,0.0,0.0
1986-12-01,40.8,0.986429036122516,-0.24449877750611915
1987-01-01,40.8,1.9850511507195636,0.24570024570023108
1987-02-01,41.2,5.005301736965895,1.228501228501222
1987-03-01,41.0,1.9752490193011285,0.7371007371007376
1987-04-01,40.8,0.0,0.7407407407407307
1987-05-01,41.0,-1.9276543357310996,0.7371007371007376
1987-06-01,40.9,-0.972046252319292,0.49140049140048436
1987-07-01,41.0,1.9752490193011285,0.9852216748768461
1987-08-01,40.9,-0.972046252319292,0.49140049140048436
1987-09-01,40.8,-0.9744141737395018,0.24570024570023108
1987-10-01,41.1,0.9791848673684768,1.2315270935960632
1987-11-01,41.0,0.9815877391509576,0.7371007371007376
1987-12-01,41.0,1.9752490193011285,0.4901960784313708
1988-01-01,41.1,0.0,0.7352941176470784
1988-02-01,41.1,0.9791848673684768,-0.24271844660194164
1988-03-01,40.9,-0.972046252319292,-0.24390243902439046
1988-04-01,41.0,-0.969689811474106,0.4901960784313708
1988-05-01,41.0,-0.969689811474106,0.0
1988-06-01,41.1,1.970384165121164,0.4889975550122383
1988-07-01,41.1,0.9791848673684768,0.24390243902439046
1988-08-01,40.9,-0.972046252319292,0.0
1988-09-01,41.0,-0.969689811474106,0.4901960784313708
1988-10-01,41.1,0.0,0.0
1988-11-01,41.1,1.970384165121164,0.24390243902439046
1988-12-01,40.9,-0.972046252319292,-0.24390243902439046
1989-01-01,41.1,0.0,0.0
1989-02-01,41.2,0.9767937309630436,0.24330900243310083
1989-03-01,41.1,1.970384165121164,0.4889975550122383
1989-04-01,41.1,0.0,0.24390243902439046
1989-05-01,41.0,-1.9276543357310996,0.0
1989-06-01,40.9,-1.9323102303218764,-0.48661800486619056
1989-07-01,40.9,-1.9323102303218764,-0.48661800486619056
1989-08-01,40.9,-0.972046252319292,0.0
1989-09-01,40.8,-0.9744141737395018,-0.487804878048792
1989-10-01,40.8,-0.9744141737395018,-0.7299270072992803
1989-11-01,40.7,-1.9416898177087027,-0.9732360097323589
1989-12-01,40.5,-2.9088957488049294,-0.9779951100244433
1990-01-01,40.5,-2.9088957488049294,-1.4598540145985384
1990-02-01,40.6,-0.9791847955454068,-1.4563106796116498
1990-03-01,40.6,0.9913183250357172,-1.2165450121654486
1990-04-01,40.4,-0.9840023596687232,-1.7031630170316392
1990-05-01,40.6,0.0,-0.9756097560975618
1990-06-01,40.7,0.9888676370959136,-0.4889975550122161
1990-07-01,40.6,1.9949510501117595,-0.7334963325183352
1990-08-01,40.5,-0.9815876666202428,-0.9779951100244433
1990-09-01,40.5,-1.9511609049791208,-0.7352941176470562
1990-10-01,40.4,-1.9559311804872024,-0.9803921568627416
1990-11-01,40.2,-2.930203428038069,-1.2285012285012331
1990-12-01,40.3,-1.9607248375550057,-0.4938271604938316
1991-01-01,40.2,-1.965542048506963,-0.7407407407407307
1991-02-01,40.1,-0.9913182495859152,-1.2315270935960632
1991-03-01,40.0,-2.944582807192697,-1.4778325123152691
1991-04-01,40.1,-0.9913182495859152,-0.7425742574257321
1991-05-01,40.2,1.0012437617186398,-0.9852216748768461
1991-06-01,40.5,5.094533691406222,-0.49140049140049546
1991-07-01,40.5,4.050124063917493,-0.24630541871921707
1991-08-01,40.6,4.039899012425163,0.24691358024691024
1991-09-01,40.6,0.9913183250357172,0.24691358024691024
1991-10-01,40.6,0.9913183250357172,0.4950495049504955
1991-11-01,40.7,0.9888676370959136,1.243781094527363
1991-12-01,40.7,0.9888676370959136,0.992555831265518
1992-01-01,40.6,0.0,0.995024875621886
1992-02-01,40.7,0.0,1.4962593516209433
1992-03-01,40.7,0.0,1.750000000000007
1992-04-01,40.8,1.9850511507195636,1.74563591022443
1992-05-01,40.9,1.9801379547527365,1.741293532338295
1992-06-01,40.8,0.986429036122516,0.7407407407407307
1992-07-01,40.8,0.0,0.7407407407407307
1992-08-01,40.8,-0.9744141737395018,0.49261083743841194
1992-09-01,40.7,-0.9767936598388705,0.24630541871921707
1992-10-01,40.8,0.0,0.49261083743841194
1992-11-01,40.9,0.9840024329157426,0.49140049140048436
1992-12-01,40.9,1.9801379547527365,0.49140049140048436
1993-01-01,41.1,2.973775226159514,1.2315270935960632
1993-02-01,41.1,1.970384165121164,0.9828009828009687
1993-03-01,40.8,-0.9744141737395018,0.24570024570023108
1993-04-01,41.3,1.960725992386747,1.225490196078427
1993-05-01,41.1,0.0,0.4889975550122383
1993-06-01,41.0,1.9752490193011285,0.4901960784313708
1993-07-01,41.1,-1.9230208232659307,0.7352941176470784
1993-08-01,41.1,0.0,0.7352941176470784
1993-09-01,41.3,2.959109991963227,1.474201474201453
1993-10-01,41.3,1.960725992386747,1.225490196078427
1993-11-01,41.3,1.960725992386747,0.9779951100244544
1993-12-01,41.4,0.9720463220707076,1.2224938875305513
1994-01-01,41.4,0.9720463220707076,0.7299270072992581
1994-02-01,40.9,-3.8181723254886,-0.48661800486619056
1994-03-01,41.7,2.930209189336419,2.205882352941191
1994-04-01,41.7,2.930209189336419,0.9685230024213176
1994-05-01,41.8,9.096770587085112,1.703163017031617
1994-06-01,41.8,0.9626886105945642,1.9512195121951237
1994-07-01,41.8,0.9626886105945642,1.703163017031617
1994-08-01,41.7,-0.9535092853040106,1.4598540145985384
1994-09-01,41.6,-1.900183411237644,0.7263922518159882
1994-10-01,41.8,0.0,1.2106537530266248
